fecha_actualizacion,fecha_hora_actualizacion,ultima_observacion_imacec,periodo_objetivo,siguiente_periodo_imacec,ciclo_estado,ciclo_estado_label,vintage,vintage_label,modelo,tiene_eee,tiene_eee_siguiente,tiene_experimentales,tiene_ine
2026-06-21,2026-06-21 20:12:45,2026-04-01,2026-05-01,2026-05-01,active_nowcast,Nowcast activo para mes sin dato oficial,eee,Vintage temprano: EEE y supuestos de corto plazo · Nowcast activo para mes sin dato oficial,Modelo temprano con EEE y supuestos de indicadores contemporáneos,TRUE,TRUE,FALSE,FALSE
