Periodo,imacec_predicho,imacec_lwr,imacec_upr,imacec_nm_predicho,imacec_nm_lwr,imacec_nm_upr,modelo,model_key,fecha_actualizacion
2026-05-01,-0.9031553411366247,-3.098484998364002,1.2921743160907528,0.7856314696254261,-1.277042110006592,2.848305049257444,Modelo con estadísticas experimentales,base,2026-06-24
