date,z_fx,y10_spread,country,z_fx_hat,res_2nd
2020-03-10,-0.1678127722827831,6.0040000000000004,MXN,0.23569699644530914,-0.40350976872809224
2020-03-11,0.14949220641530753,6.4110000000000005,MXN,0.31414837142338914,-0.1646561650080816
2020-03-12,0.9757377507775159,6.908,MXN,0.4099477162983419,0.565790034479174
2020-03-13,0.4693509478145373,6.695,MXN,0.36889085420907636,0.10046009360546093
2020-03-16,1.1673089988273406,7.0215,MXN,0.43182543389050887,0.7354835649368318
2020-03-17,0.7846953272772319,6.744,MXN,0.3783358600418181,0.40635946723541383
2020-03-18,2.0157348078166937,7.055999999999999,MXN,0.4384754890176432,1.5772593187990505
2020-03-19,1.5326469612717188,7.051,MXN,0.43751171291226165,1.0951352483594572
2020-03-20,1.4636582403336862,6.555,MXN,0.3419051232583854,1.1217531170753008
2020-03-23,1.418333277069862,7,MXN,0.42768119663736714,0.9906520804324949
2020-03-24,1.3598288110841779,7.105,MXN,0.4479204948503853,0.9119083162337925
2020-03-25,1.195497265271882,6.9639999999999995,MXN,0.420742008678618,0.774755256593264
2020-03-26,1.3941520995294365,6.465,MXN,0.3245571533615126,1.069594946167924
2020-03-27,1.4780200397427035,6.4559999999999995,MXN,0.3228223563718251,1.1551976833708784
2020-03-30,1.8708885598070644,6.552,MXN,0.34132685759515624,1.5295617022119081
2020-03-31,1.380406890100167,6.397,MXN,0.31144979832832,1.068957091771847
2020-04-01,1.4081001692446018,6.509,MXN,0.33303838308887257,1.0750617861557292
2020-04-02,1.237880866263619,6.582,MXN,0.3471095142274472,0.8907713520361717
2020-04-03,1.0198473327509943,6.680999999999999,MXN,0.36619228111400703,0.6536550516369872
2020-04-06,1.2854423265169475,6.67,MXN,0.36407197368216726,0.9213703528347802
2020-04-07,1.1960925843544927,6.551,MXN,0.3411341023740798,0.8549584819804129
2020-04-08,1.0824787706186725,6.389,MXN,0.30990775655970915,0.7725710140589633
2020-04-09,0.8435429269400173,6.3995,MXN,0.3119316863810109,0.5316112405590064
2020-04-13,0.512925721696764,6.305,MXN,0.29371631798929454,0.21920940370746944
2020-04-14,0.7616759654097808,6.15,MXN,0.2638392587224582,0.49783670668732255
2020-04-15,0.74275440900078,6.279,MXN,0.28870468224130913,0.4540497267594709
2020-04-16,0.8372425800344803,6.241,MXN,0.2813799838404073,0.555862596194073
2020-04-17,0.897703041322968,6.245,MXN,0.2821510047247129,0.6155520365982551
2020-04-21,1.7811679846757509,6.407,MXN,0.31337735053908333,1.4677906341366675
2020-04-22,1.1482063223266255,6.224,MXN,0.2781031450821091,0.8701031772445164
2020-04-23,0.8911402822996788,6.133,MXN,0.2605624199641602,0.6305778623355186
2020-04-24,1.0828840963003308,6.321,MXN,0.2968004015265163,0.7860836947738145
2020-04-27,1.6122557687605374,6.241999999999999,MXN,0.2815727390614835,1.330683029699054
2020-04-28,1.352441685922887,6.2540000000000004,MXN,0.2838858017143999,1.068555884208487
2020-04-29,0.898861886258611,6.03,MXN,0.24070863219329475,0.6581532540653162
2020-04-30,0.6522397098381327,5.933000000000001,MXN,0.22201137574888746,0.43022833408924527
2020-05-04,0.9212290272012368,5.852,MXN,0.20639820284170196,0.7148308243595348
2020-05-05,0.12711843812783438,5.723,MXN,0.18153277932285095,-0.05441434119501657
2020-05-06,0.35898516956956517,5.555000000000001,MXN,0.149149902182022,0.20983526738754316
2020-05-07,0.2045937387705464,5.417999999999999,MXN,0.12274243689455994,0.08185130187598647
2020-05-08,0.19379632500172672,5.196999999999999,MXN,0.08014353303668359,0.11365279196504313
2020-05-11,0.3149792345471721,5.285,MXN,0.09710599249140375,0.21787324205576833
2020-05-12,0.21138934911569432,5.2749999999999995,MXN,0.09517844028063999,0.11621090883505433
