date,country,serie,z_score
2021-05-24,COP,FX,1.5221469740426232
2021-05-25,COP,FX,1.6077650412235776
2021-05-26,COP,FX,1.3909647226568493
2021-05-27,COP,FX,1.389621513191175
2021-05-28,COP,FX,1.126419364198523
2021-05-31,COP,FX,1.1313343136388312
2021-06-01,COP,FX,1.2516562246074832
2021-06-02,COP,FX,0.8922360652517125
2021-06-03,COP,FX,0.6173005757527575
2021-06-04,COP,FX,0.6245232320878636
2021-06-07,COP,FX,0.5888422316257973
2021-06-08,COP,FX,0.5928053266523283
2021-06-09,COP,FX,0.5220656785291907
2021-06-10,COP,FX,0.3625825792967261
2021-06-11,COP,FX,0.3404669140598287
2021-06-14,COP,FX,0.6285864519672614
2021-06-15,COP,FX,0.5105412238275979
2021-06-16,COP,FX,1.0757957902507276
2021-06-17,COP,FX,0.593320516022545
2021-06-18,COP,FX,0.7312677059418532
2021-06-22,COP,FX,0.9739972506324317
2021-06-23,COP,FX,1.3290736732452308
2021-06-24,COP,FX,1.2964638353748268
2021-06-25,COP,FX,1.3109431546714536
2021-06-29,COP,FX,0.8822865971533121
2021-06-30,COP,FX,1.1300952085099016
2021-07-01,COP,FX,1.051659107209439
2021-07-02,COP,FX,1.2001519731318828
2021-07-05,COP,FX,1.342549536921836
2021-07-06,COP,FX,1.2468031169125724
2021-07-07,COP,FX,1.0638338173304198
2021-07-08,COP,FX,1.2562647496748824
2021-07-09,COP,FX,1.6221958191773922
2021-07-12,COP,FX,1.4521459093689306
2021-07-13,COP,FX,1.502400237579214
2021-07-14,COP,FX,1.2630160887331565
2021-07-15,COP,FX,0.9758762414341732
2021-07-19,COP,FX,0.656493835414556
2021-07-20,COP,FX,0.9211057539282609
2021-07-21,COP,FX,1.0642842036861344
2021-07-22,COP,FX,1.234141696471433
2021-07-23,COP,FX,1.3729818312661586
2021-07-26,COP,FX,1.5044485585597884
2021-07-27,COP,FX,1.6765802656014415
2021-07-28,COP,FX,1.6725842682374163
2021-07-29,COP,FX,1.8360261086862582
2021-07-30,COP,FX,1.3881021769879793
2021-08-02,COP,FX,1.4680596191134159
2021-08-03,COP,FX,1.429131910490028
2021-08-04,COP,FX,1.6163014920076757
2021-08-05,COP,FX,1.6596071308803921
2021-08-06,COP,FX,1.514559303626376
2021-08-09,COP,FX,1.6043824858801403
2021-08-10,COP,FX,1.7562507603286603
2021-08-11,COP,FX,1.7134955147802549
2021-08-12,COP,FX,1.5718548131140115
2021-08-13,COP,FX,1.130049470077789
2021-08-16,COP,FX,0.759549312812112
2021-08-17,COP,FX,0.669724000291418
2021-08-18,COP,FX,0.8580555355973092
2021-08-19,COP,FX,0.6035190988591103
2021-08-20,COP,FX,0.5514726325632842
2021-08-23,COP,FX,0.9022945257008941
2021-08-24,COP,FX,1.0571685547308312
2021-08-25,COP,FX,1.0048985219445747
2021-08-26,COP,FX,1.0614628779403061
2021-08-27,COP,FX,1.085758558963915
2021-08-30,COP,FX,1.033364875058164
