n_clp,n_y10_clp,n_y10_tsy,n_vix,n_dtw,n_pcu,n_wti,n_cny,n_eq_cny,n_eq_nsq,n_cpi_rel_chl_us,first_date,last_date,n_rows
4079,3862,4077,3996,4079,3387,3957,4050,3794,3949,4079,2010-01-04,2026-05-19,4079
