date,fitted_clp_oos,res_fx_oos,z_fx_oos,n_train_fx,clp,y10_clp_oos,fitted_y10_clp_oos,res_y10_oos,z_y10_oos,n_train_y10,stress_market_oos,stress_market_oos_30d,regime_oos
2018-03-22,618.996848040871,-0.01919254867809883,-0.9514885474288708,1360,607.23,4.48578947368421,4.391107302823201,0.09468217086100861,0.5186721707121724,1360,-0.21640818835834918,-0.6422412794328747,Condiciones neutrales
2018-03-29,613.8686005815017,-0.014122781897111025,-0.7007014589245697,1365,605.26,4.468,4.534074214053767,-0.06607421405376712,-0.3624987742767895,1365,-0.5316001166006796,-0.5809894142207774,Condiciones neutrales
2018-04-06,608.8713725365113,-0.010170882106028678,-0.5052366269412893,1370,602.71,4.44444444444444,4.594662548835345,-0.15021810439090455,-0.8251025649308348,1370,-0.6651695959360621,-0.5475650299087748,Condiciones neutrales
2018-04-13,606.1544499081641,-0.015284711958432062,-0.7602856618430568,1375,596.96,4.38769230769231,4.596318082229843,-0.2086257745375324,-1.1466906254931888,1375,-0.9534881436681228,-0.5734197539028881,Condiciones neutrales
2018-04-20,608.2451874627455,-0.022991929315343107,-1.1425602556187844,1380,594.42,4.36857142857143,4.605149839496647,-0.23657841092521714,-1.2999638171010515,1380,-1.221262036359918,-0.6892429151141096,Condiciones neutrales
2018-04-27,608.7759855541974,-0.009019199417001467,-0.44853201666543546,1385,603.31,4.45444444444444,4.583600929667355,-0.12915648522291523,-0.7093831552928371,1385,-0.5789575859791363,-0.6944809444837113,Condiciones neutrales
2018-05-07,615.6870081222602,0.009171893403927989,0.4568316208093612,1390,621.36,4.43105263157895,4.4740730233218,-0.043020391742849995,-0.23651671493134788,1390,0.11015745293900665,-0.6400533376008187,Condiciones neutrales
2018-05-14,615.4182612877356,0.0049950555341373715,0.24878171736354307,1395,618.5,4.44935483870967,4.491402753141216,-0.04204791443154576,-0.23157090982326733,1395,0.008605403770137868,-0.5500190842056825,Condiciones neutrales
2018-05-22,617.089732402611,0.031802303502006524,1.5846889207563115,1400,637.03,4.5776010781671,4.489537314252374,0.08806376391472615,0.4858041755762354,1400,1.0352465481662734,-0.26661639352195987,Condiciones neutrales
2018-05-29,626.8341515918983,-0.003906821487735357,-0.19482233028849896,1405,624.39,4.54735849056604,4.269473876474301,0.2778846140917395,1.5341782356142852,1405,0.6696779526628931,0.003911289199876114,Condiciones neutrales
2018-06-05,631.2019584520535,-0.001303060118847732,-0.06509261348229253,1410,630.38,4.57277777777778,4.31538105908534,0.25739671869244063,1.418673470922316,1410,0.6767904287200118,0.32025336671319776,Condiciones neutrales
