date,y10_clp,y10_brl,y10_mxn,y10_pen,y10_col,y10_us,embi_clp,embi_brl,embi_mxn,embi_pen,embi_cop,tpm_clp,tpm_brl,tpm_mxn,tpm_pen,tpm_cop
2026-06-02,5.57,14.2784,9.121,6.143,12.554,4.451,86,174,201,111,208,4.5,14.5,6.5,4.25,11.25
