date,country,TPM,Y10,FX_residual_z,Y10_residual_z
2025-07-22,BRL,15,13.97405,0.8144671554481386,0.9362015017473141
2025-07-23,BRL,15,14.0534,0.9149491539352537,1.0200493149332726
2025-07-24,BRL,15,14.1351,0.8033086417297998,1.1184731819358333
2025-07-25,BRL,15,14.1529,0.7473362592428255,1.0908548394314759
2025-07-28,BRL,15,14.13425,0.8108666806780953,1.0887446646797434
2025-07-29,BRL,15,13.9487,0.5504759415291383,1.0541164004855068
2025-07-30,BRL,15,13.98585,0.5907605440318147,1.0298282323848826
2025-07-31,BRL,15,14.06705,0.30983121955123794,1.1588788362560078
2025-08-01,BRL,15,14.02915,-0.017015304344238768,1.295212469089073
2025-08-04,BRL,15,13.90055,0.05990228172613866,1.1676637212522583
2025-08-05,BRL,15,13.9838,0.06287464381963145,1.2957902471027256
2025-08-06,BRL,15,13.9457,0.17217711822051832,1.2827431811610528
2025-08-07,BRL,15,13.8174,0.15928047819893448,1.1782048438814527
2025-08-08,BRL,15,13.8451,0.18279660182449273,1.2798993758408095
2025-08-11,BRL,15,13.7608,0.11735138722759689,1.2596292620112
2025-08-12,BRL,15,13.77295,0.14947511798082425,1.3748539899309136
2025-08-13,BRL,15,13.78925,0.07998784309139727,1.486032905481574
2025-08-14,BRL,15,13.8075,0.06614679712919667,1.3701288446177335
2025-08-18,BRL,15,13.92265,0.13802312577989626,1.415021587540388
2025-08-19,BRL,15,14.0882,0.14708146056627733,1.6300494392777978
2025-08-20,BRL,15,14.0328,0.3048895741999933,1.4307249839286444
2025-08-21,BRL,15,14.15295,0.3226247639227753,1.4145704884562205
2025-08-22,BRL,15,14.07935,0.31250564277086634,1.5864121058336824
2025-08-25,BRL,15,14.0214,0.31446469966133445,1.3959286432849904
2025-08-26,BRL,15,14.0246,0.16622711875960414,1.378534019040623
2025-08-27,BRL,15,14.0724,0.12275976207862464,1.5276464905570408
2025-08-28,BRL,15,13.91485,0.10992943503282912,1.3821312522284726
2025-08-29,BRL,15,13.9292,0.1591096041903517,1.4591434051679306
2025-09-01,BRL,15,13.97635,0.23709348164490984,1.4674706983859442
2025-09-02,BRL,15,14.0838,0.26360597766923005,1.558609232925374
2025-09-03,BRL,15,14.0882,0.18151210529835876,1.6083025120671548
2025-09-04,BRL,15,14.07835,0.0842673083222005,1.6977314223918618
2025-09-05,BRL,15,13.9132,-0.006204506752579998,1.7484001662079922
2025-09-08,BRL,15,13.9013,-0.039622122207478565,1.6794446714348497
2025-09-09,BRL,15,13.8862,0.06075287198583599,1.5693612989277184
2025-09-10,BRL,15,13.83695,0.025190213535994634,1.759494420852865
2025-09-11,BRL,15,13.8089,-0.03560169347901187,2.017777132392247
2025-09-12,BRL,15,13.766,0.004319160713846469,1.7218273975174012
2025-09-15,BRL,15,13.7475,-0.24660898691479707,1.6997042786731011
2025-09-16,BRL,15,13.6055,-0.35750768067348476,1.6173881397989616
2025-09-17,BRL,15,13.56245,-0.2322363629025514,1.436482285032644
2025-09-22,BRL,15,13.7213,-0.14686298485685748,1.5419470895484304
2025-09-23,BRL,15,13.6309,-0.1879258312650424,1.5433134402575865
2025-09-24,BRL,15,13.62465,-0.32612602605043095,1.584248799406565
2025-09-25,BRL,15,13.65645,-0.2716564356005812,1.5494640076966475
2025-09-26,BRL,15,13.7154,-0.053490313556774055,1.6874547162120754
2025-09-29,BRL,15,13.762,-0.20221101696034366,1.6749953890279923
2025-09-30,BRL,15,13.7181,-0.24218265985660595,1.5092827231388866
2025-10-01,BRL,15,13.7045,-0.3165779775255105,1.5293087634696982
2025-10-02,BRL,15,13.8391,-0.3992858015989732,1.6607888121805758
2025-10-03,BRL,15,13.84515,-0.2749690950358681,1.627176149606104
2025-10-06,BRL,15,13.8586,-0.2735691855756299,1.6683773272726914
2025-10-07,BRL,15,13.9782,-0.4506071690683487,1.7819235862829272
2025-10-08,BRL,15,13.9343,-0.3233845488400594,1.7333652359890326
2025-10-09,BRL,15,13.91785,-0.4892392989206641,1.4899406650151614
2025-10-10,BRL,15,14.01735,-0.857477036394233,1.268584050081678
2025-10-13,BRL,15,14.0216,-0.34080415275629466,1.3220860728251707
2025-10-14,BRL,15,14.00245,-0.44332474491034546,1.6012549700116216
2025-10-15,BRL,15,13.88325,-0.3901854060939218,1.6788238711503292
2025-10-16,BRL,15,13.9524,-0.671054624299,1.7661648623181143
2025-10-17,BRL,15,13.9557,-0.5797173681436084,1.7316148118057437
2025-10-20,BRL,15,13.88645,-0.5362486355130374,1.8173925902573251
2025-10-21,BRL,15,13.8574,-0.873587184587398,1.8633831965803491
2025-10-22,BRL,15,13.80355,-0.8848665151144695,1.7032006500627586
2025-10-23,BRL,15,13.80215,-0.7065819872043226,1.6476793805041061
2025-10-24,BRL,15,13.70045,-0.6763052487436622,1.590119877000099
2025-10-27,BRL,15,13.7069,-0.8633873246823965,1.6200608490550783
2025-10-28,BRL,15,13.7538,-0.9588495647611284,1.6767682685395857
2025-10-29,BRL,15,13.8508,-0.9445732635096366,1.6233102657647012
2025-10-30,BRL,15,13.86975,-0.8232864526058611,1.6904821176589606
2025-11-03,BRL,15,13.78775,-1.0398665345713431,1.620995549236213
2025-11-04,BRL,15,13.86185,-1.1991611814565895,1.7546282348481848
2025-11-05,BRL,15,13.7795,-0.9917469262381883,1.5463080259840347
2025-11-06,BRL,15,13.8062,-1.2589981346314933,1.559119040567798
2025-11-07,BRL,15,13.8056,-1.0534388975509001,1.4850424133545044
2025-11-10,BRL,15,13.68465,-1.004612713138945,1.4314384646506217
2025-11-11,BRL,15,13.62605,-1.0585189396368864,1.378547872637416
2025-11-12,BRL,15,13.622,-1.118992428504974,1.3485967658045372
2025-11-13,BRL,15,13.67435,-1.1148786724844209,1.263867074618887
2025-11-14,BRL,15,13.66495,-1.0160966759055379,1.1855971769691942
2025-11-17,BRL,15,13.69555,-1.2324908377888386,1.2210386453427171
2025-11-18,BRL,15,13.7158,-1.2366297401510777,1.208854762183679
2025-11-19,BRL,15,13.6591,-1.1673695027778812,1.1469640836880475
2025-11-20,BRL,15,13.644925,-1.5200847815605558,1.2185805054637098
2025-11-21,BRL,15,13.63075,-1.3562654830340897,1.2188147639544675
2025-11-24,BRL,15,13.5885,-1.190024335756238,1.2360817505725612
2025-11-25,BRL,15,13.5567,-1.1661558568848234,1.291216603223113
2025-11-26,BRL,15,13.47735,-0.913179473605322,1.2304611423105094
2025-11-27,BRL,15,13.446,-0.9607083835833098,1.1836662268993776
2025-11-28,BRL,15,13.40895,-0.9132386216405942,1.1313916301718945
2025-12-01,BRL,15,13.36545,-0.7135802929725933,0.9484983976041096
2025-12-02,BRL,15,13.2636,-0.7805273851788688,0.9048005070991557
2025-12-03,BRL,15,13.2739,-0.8422903458677515,0.979550948208224
2025-12-04,BRL,15,13.21445,-0.7987676546008675,0.9049626452853434
2025-12-05,BRL,15,13.7555,-0.7008513460733103,1.241931290217857
2025-12-09,BRL,15,13.75625,-0.29071747483159077,0.9615173406025986
2025-12-10,BRL,15,13.78795,-0.24501206595585517,1.1777093321664085
2025-12-11,BRL,15,13.71075,-0.027303986850453578,1.0336936465404267
2025-12-12,BRL,15,13.62965,-0.12344835996280684,0.9615758218081112
2025-12-15,BRL,15,13.5431,-0.2240354270268009,0.9342997646657385
2025-12-16,BRL,15,13.69615,-0.163288361531065,1.0178793961823018
2025-12-17,BRL,15,13.8949,0.0485211893777264,1.1082914440208715
2025-12-18,BRL,15,13.902,0.14282656687922374,1.2100140274704954
2025-12-19,BRL,15,13.80775,0.2689033696466228,1.1674811585816531
2025-12-22,BRL,15,13.91855,0.4768455653315517,1.2554464171273645
2025-12-23,BRL,15,13.86205,0.7362942977706386,1.1682224668420407
2025-12-24,BRL,15,13.842425,0.5465163288334091,1.1071148324583509
2025-12-26,BRL,15,13.8228,0.5910864966344063,1.1473885290845853
2025-12-29,BRL,15,13.81355,0.4761865507418587,1.1531560578727729
2025-12-30,BRL,15,13.73495,0.30867996135023673,1.0023080527665476
2026-01-02,BRL,15,13.6123,0.05762265100886405,0.8622707543974224
2026-01-05,BRL,15,13.66265,-0.04331729960081753,0.9358148335513213
2026-01-06,BRL,15,13.70985,-0.031553775938277406,0.8954304196714671
2026-01-07,BRL,15,13.70775,-0.22212760057673214,0.8828035459440436
2026-01-08,BRL,15,13.69545,-0.2554121970180811,0.9062438558987096
2026-01-09,BRL,15,13.69415,-0.18426120657506417,0.9542943466292383
2026-01-12,BRL,15,13.64515,-0.12930700835530096,0.8883672126514083
2026-01-13,BRL,15,13.6819,-0.1890773793564371,0.8503211237485216
2026-01-14,BRL,15,13.77935,-0.2901360459193764,1.0207875765081142
2026-01-15,BRL,15,13.82835,-0.18658202477882796,1.1666477522482956
2026-01-16,BRL,15,13.9328,-0.12322738728458603,1.1672766465242974
2026-01-19,BRL,15,13.9359,-0.24588811685287257,1.1012854285275535
2026-01-20,BRL,15,14.0608,0.02191419383235242,1.0635675954072699
2026-01-21,BRL,15,13.9398,0.04666400199673762,1.0626992581432095
2026-01-22,BRL,15,13.860900000000001,0.04668926143256287,1.1024512702533515
2026-01-23,BRL,15,13.79885,-0.027983314841276842,1.0469865183777367
2026-01-26,BRL,15,13.76255,0.12209680684195712,0.8421941399683288
2026-01-27,BRL,15,13.59405,0.18526899544239794,0.5688484820923339
2026-01-28,BRL,15,13.54085,0.06181906617138247,0.44870528263168036
2026-01-29,BRL,15,13.5432,0.028843606095311086,0.47771668799175354
2026-01-30,BRL,15,13.5857,-0.2333202426547428,0.6136840580881597
2026-02-02,BRL,15,13.6444,-0.25200161041887514,0.6714766675318629
2026-02-03,BRL,15,13.67515,-0.2985024325061933,0.6491334854363536
2026-02-04,BRL,15,13.6657,-0.23806258070367212,0.648969807944383
2026-02-05,BRL,15,13.7069,-0.6484147051488302,0.7686789698933065
2026-02-06,BRL,15,13.76385,-0.39549925834302874,0.9333758412505886
2026-02-09,BRL,15,13.6663,-0.28802375909482525,0.699083090600252
2026-02-10,BRL,15,13.6837,-0.30236591216859066,0.6553085076177853
2026-02-11,BRL,15,13.7174,-0.2023612511893085,0.6736785455043153
2026-02-12,BRL,15,13.68745,-0.6858380476469543,0.6175989292992394
2026-02-13,BRL,15,13.6168,-0.5056535340057092,0.752527367274486
2026-02-16,BRL,15,13.616033333333332,-0.5520692786512396,0.7323589845347889
2026-02-17,BRL,15,13.615266666666667,-0.5776162229632957,0.7691699977459275
2026-02-18,BRL,15,13.6145,-0.4134648320658833,0.67387673096795
2026-02-19,BRL,15,13.66845,-0.5371769969911724,0.8529612950256669
2026-02-20,BRL,15,13.62605,-0.4708881829840282,0.7894569175336269
2026-02-23,BRL,15,13.63565,-0.6478562420557479,0.8613697791414151
2026-02-24,BRL,15,13.55355,-0.7018940208570333,0.8233855036503666
2026-02-25,BRL,15,13.54005,-0.7380494756421644,0.799931854837092
2026-02-26,BRL,15,13.50975,-0.7892396662935104,0.7555710378381927
2026-02-27,BRL,15,13.55165,-0.7714683816807034,0.8598042502481941
2026-03-02,BRL,15,13.58285,-0.6887701811837172,0.8031501890318103
2026-03-03,BRL,15,13.80525,-0.8905629685992211,0.9848706772108969
2026-03-04,BRL,15,13.6742,-0.7875120709058745,0.9170849895567486
2026-03-05,BRL,15,13.87775,-0.8413679832088871,1.0000964263141514
2026-03-06,BRL,15,14.15785,-0.9837968419295604,1.178705369830515
2026-03-09,BRL,15,13.8336,-1.005148010470883,0.9359110858116574
2026-03-10,BRL,15,13.78395,-1.021694938125891,0.7976999477826103
2026-03-11,BRL,15,13.82105,-1.0481036730109483,0.7951529850653204
2026-03-12,BRL,15,14.0721,-1.142302989742143,1.01341003357302
2026-03-13,BRL,15,14.3427,-0.991134777218682,1.151182004657578
2026-03-16,BRL,15,13.9064,-0.8522148058360851,0.8549383361720327
2026-03-17,BRL,15,13.91555,-0.9622320334714003,0.8180102580810513
2026-03-18,BRL,14.75,14.04705,-1.1380721069377946,0.8600354934575873
2026-03-19,BRL,14.75,13.998,-1.0382440397323778,0.8719868373474102
2026-03-20,BRL,14.75,14.17355,-1.057543002889372,0.6799229814453069
2026-03-23,BRL,14.75,14.029,-1.106914039948362,0.7255183870472631
2026-03-24,BRL,14.75,14.1172,-1.082328457653536,0.790008260809016
2026-03-25,BRL,14.75,14.1472,-1.0839504735743333,0.9180749809552919
2026-03-26,BRL,14.75,14.27305,-1.0881078639912574,0.8877350903022604
2026-03-27,BRL,14.75,14.2841,-1.0705159345979798,0.8058179100654029
2026-03-30,BRL,14.75,14.2615,-1.2309936141405582,0.9317223060597277
2026-03-31,BRL,14.75,14.0096,-1.1072548348273143,0.8643782401532105
2026-04-01,BRL,14.75,14.02135,-1.1137972514313037,0.8479246988708885
2026-04-02,BRL,14.75,13.98315,-1.0281005772793401,0.8640625721165315
2026-04-06,BRL,14.75,14.0298,-1.1708533111603567,0.8167544687954418
2026-04-07,BRL,14.75,13.97675,-1.276062589080516,0.6714130115745962
2026-04-08,BRL,14.75,13.79965,-1.1524274975045654,0.47393831234303097
2026-04-09,BRL,14.75,13.7901,-1.064297737022903,0.6535785982437854
2026-04-10,BRL,14.75,13.65015,-1.1092246266784749,0.4294212523137166
2026-04-13,BRL,14.75,13.6104,-1.329094531287293,0.46600574388682225
2026-04-14,BRL,14.75,13.6362,-1.4399231560318884,0.5227872815504685
2026-04-15,BRL,14.75,13.6896,-1.4911981318829155,0.5053789198566008
2026-04-16,BRL,14.75,13.71355,-1.423399690737115,0.4750778142618327
2026-04-17,BRL,14.75,13.6212,-1.603175245264259,0.48360478654447375
2026-04-20,BRL,14.75,13.55275,-1.6947920015988567,0.42340699963675676
2026-04-21,BRL,14.75,13.631975,-1.811111361203716,0.4633854153474401
2026-04-22,BRL,14.75,13.7112,-1.7901337052714743,0.5972131328811185
2026-04-23,BRL,14.75,13.8687,-1.8335022327000026,0.7460468903957997
2026-04-24,BRL,14.75,13.74285,-1.742432220101959,0.6698665032688286
2026-04-27,BRL,14.75,13.8461,-1.7412349506689582,0.6916617740224256
2026-04-28,BRL,14.75,13.8053,-1.729519613310059,0.7086097324450779
2026-04-29,BRL,14.5,14.01835,-1.7142237993979013,0.8092764313215385
2026-04-30,BRL,14.5,13.96375,-1.6760923243453378,0.914543989813493
2026-05-04,BRL,14.5,14.0563,-1.8154963684426142,0.9062862012461348
2026-05-05,BRL,14.5,14.06965,-1.9042024820762262,0.9629952759386898
2026-05-06,BRL,14.5,13.9224,-1.9989472529031604,0.8282328817761603
2026-05-07,BRL,14.5,14.0343,-1.8930007657690215,0.8076391476775389
2026-05-08,BRL,14.5,13.8993,-2.0278796022696253,0.7429764577128625
2026-05-11,BRL,14.5,14.0263,-1.9995701482438706,0.8081247171793634
2026-05-12,BRL,14.5,14.0679,-1.9202624368595493,0.7277787184774486
2026-05-13,BRL,14.5,14.3168,-1.9825609014834,0.8045287800592679
2026-05-14,BRL,14.5,14.30165,-1.7066923643275016,0.8038305534252697
2026-05-15,BRL,14.5,14.44475,-1.693687049535314,0.7632786251726061
2026-05-18,BRL,14.5,14.35995,-1.5910722131754143,0.5313868234183994
2026-05-19,BRL,14.5,14.49445,-1.6482504773327016,0.5190613966297176
2026-05-20,BRL,14.5,14.37475,-1.810100206088507,0.635971445210275
2026-05-22,BRL,14.5,14.2386,-1.8832531356375963,0.579970434991913
2026-05-25,BRL,14.5,14.0938,-1.8963180366061057,0.46165637065358517
2026-05-26,BRL,14.5,14.12935,-1.9386981391530453,0.5548904698163102
2026-05-27,BRL,14.5,14.168,-1.9384695486825025,0.6136609373726138
2026-05-28,BRL,14.5,14.2143,-1.8832429381081555,0.8392281424837154
2026-05-29,BRL,14.5,14.11465,-1.9045607509426647,0.7468904066396289
2026-06-01,BRL,14.5,14.22845,-2.059358744092017,0.7758740352602732
2025-01-02,CLP,5,5.93,-0.2335915143335308,0.17571535525570714
2025-01-03,CLP,5,5.956666666666666,-0.18713857094575093,0.2662921597613358
2025-01-06,CLP,5,5.983333333333333,0.22830704801911603,0.207506210461093
2025-01-07,CLP,5,6.01,0.1933704779336336,0.09612792827619601
2025-01-08,CLP,5,6.05,0.032208402788175834,0.15907060039654472
2025-01-09,CLP,5,6.05,0.05083560224482325,0.16303343298846437
2025-01-10,CLP,5,6.043333333333333,-0.1934394397068957,-0.011246807483949179
2025-01-13,CLP,5,6.036666666666667,-0.14436487013620664,2.5853237525678583e-4
2025-01-14,CLP,5,6.03,0.23872007676446094,-0.03658931532522318
2025-01-15,CLP,5,6.03,0.036302007705957845,0.26639444882577584
2025-01-16,CLP,5,6,-0.02165376835321473,0.254365408798419
2025-01-17,CLP,5,5.93,0.2116696606455029,0.1799911065721944
2025-01-20,CLP,5,5.9,0.3222028475306221,0.12615290924157552
2025-01-21,CLP,5,5.9,0.1881024000343481,0.18116319329791442
2025-01-22,CLP,5,5.9366666666666665,0.23731277210353627,0.1527880693647968
2025-01-23,CLP,5,5.973333333333334,0.08695321604718595,0.2150854528986769
2025-01-24,CLP,5,6.01,0.11641431777490131,0.22231343184554916
2025-01-27,CLP,5,5.95,-0.20714875978993794,0.08487690993770713
2025-01-28,CLP,5,5.98,-0.23788582736638883,0.25529059746168287
2025-01-29,CLP,5,5.996666666666667,-0.05500148174948835,0.28986234807715405
2025-01-30,CLP,5,6.013333333333334,-0.03739138065675672,0.37569341924258526
2025-01-31,CLP,5,6.03,-0.1676889853221003,0.3279514176370734
2025-02-03,CLP,5,6.05,-0.5712829333311332,0.2735493102263031
